Ano de eleição;Cargo;Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Turno;UF;Zona;Votos válidos;Votos nominais;Data de carga
2010;Presidente;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;RUI COSTA PIMENTA;29;Jornalista e Redator;PCO;CENTRO-OESTE;Não Eleito;1;DF;10;68484;8;2022-11-08 17:15:13
2010;Presidente;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;RUI COSTA PIMENTA;29;Jornalista e Redator;PCO;CENTRO-OESTE;Não Eleito;1;DF;12;57624;19;2022-11-08 17:15:13
2010;Presidente;97012;#NE#;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;BRASÍLIA;JOSÉ MARIA DE ALMEIDA;16;Técnico de Mecânica;PSTU;CENTRO-OESTE;Não Eleito;1;DF;13;69097;48;2022-11-08 17:15:13
2010;Presidente;97012;#NE#;Casado(a);70 a 74 anos;Masculino;Superior completo;BRASÍLIA;JOSE MARIA EYMAEL;27;Empresário;PSDC;CENTRO-OESTE;Não Eleito;1;DF;20;62091;99;2022-11-08 17:15:13
2010;Presidente;97012;#NE#;Casado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;IVAN MARTINS PINHEIRO;21;Advogado;PCB;CENTRO-OESTE;Não Eleito;1;DF;20;62091;18;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio completo;BRASÍLIA;ISAIAS PAIVA RAMOS FILHO;3111;Empresário;PHS;CENTRO-OESTE;Não Eleito;1;DF;1;73092;2;2022-11-08 17:15:13
2010;Governador;97012;#NE#;Casado(a);40 a 44 anos;Masculino;Superior completo;BRASÍLIA;RODRIGO DE SOUZA DANTAS MENDONCA PINTO;16;Professor de Ensino Superior;PSTU;CENTRO-OESTE;Não Eleito;1;DF;19;63273;111;2022-11-08 17:15:13
2010;Senador;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;FRANCISCO CLAUDIO CORREA MEYER SANT'ANNA;501;Jornalista e Redator;PSOL;CENTRO-OESTE;Não Eleito;1;DF;2;89409;615;2022-11-08 17:15:13
2010;Senador;97012;#NE#;Divorciado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;SEBASTIAO GERONIMO FILHO;178;Outros;PSL;CENTRO-OESTE;Não Eleito;1;DF;2;89409;202;2022-11-08 17:15:13
2010;Senador;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;CARLOS EDUARDO VALADARES ARAÚJO;432;Gerente;PV;CENTRO-OESTE;Não Eleito;1;DF;2;89409;2011;2022-11-08 17:15:13
2010;Senador;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;FRANCISCO CLAUDIO CORREA MEYER SANT'ANNA;501;Jornalista e Redator;PSOL;CENTRO-OESTE;Não Eleito;1;DF;6;138671;487;2022-11-08 17:15:13
2010;Senador;97012;#NE#;Casado(a);65 a 69 anos;Masculino;Superior completo;BRASÍLIA;CRISTOVAM RICARDO CAVALCANTI BUARQUE;123;Senador;PDT;CENTRO-OESTE;Eleito;1;DF;6;138671;54055;2022-11-08 17:15:13
2010;Senador;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;RODRIGO SOBRAL ROLLEMBERG;400;Deputado;PSB;CENTRO-OESTE;Eleito;1;DF;10;101350;32423;2022-11-08 17:15:13
2010;Senador;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;JOAO ALBERTO FRAGA SILVA;255;Deputado;DEM;CENTRO-OESTE;Não Eleito;1;DF;18;95510;21128;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental completo;BRASÍLIA;INOCENCIO CALTAGIRONI DANTAS;5077;Outros;PSOL;CENTRO-OESTE;Não Eleito;1;DF;1;73092;8;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Divorciado(a);60 a 64 anos;Masculino;Superior completo;BRASÍLIA;WALTER NEI VALENTE;1413;Agente de Saúde e Sanitarista;PTB;CENTRO-OESTE;Suplente;1;DF;1;73092;117;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);65 a 69 anos;Feminino;Superior completo;BRASÍLIA;MARISTELLA DAHER;2099;Odontólogo;PSC;CENTRO-OESTE;Suplente;1;DF;1;73092;3;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);45 a 49 anos;Masculino;Superior completo;BRASÍLIA;ROBERTO EDUARDO VENTURA GIFFONI;2577;Servidor Público Federal;DEM;CENTRO-OESTE;Suplente;1;DF;1;73092;249;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BRASÍLIA;IZAIAS SOARES PEREIRA;2345;Jornalista e Redator;PPS;CENTRO-OESTE;Suplente;1;DF;1;73092;148;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Solteiro(a);30 a 34 anos;Masculino;Superior completo;BRASÍLIA;LEONARDO BRUNO RODRIGUES;5015;Professor de Ensino Médio;PSOL;CENTRO-OESTE;Não Eleito;1;DF;2;54080;2;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);55 a 59 anos;Masculino;Superior completo;BRASÍLIA;JOSE OSCAR DA SILVA;3155;Advogado;PHS;CENTRO-OESTE;Não Eleito;1;DF;2;54080;181;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;IZALCI LUCAS FERREIRA;2222;Contador;PR;CENTRO-OESTE;Eleito;1;DF;2;54080;2883;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;WEBER DE AZEVEDO MAGALHAES;4500;Servidor Público Federal;PSDB;CENTRO-OESTE;Suplente;1;DF;2;54080;203;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Divorciado(a);50 a 54 anos;Feminino;Superior completo;BRASÍLIA;ERIKA JUCA KOKAY;1331;Bancário e Economiário;PT;CENTRO-OESTE;Eleito;1;DF;2;54080;2670;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BRASÍLIA;JOSE GONCALVES DE ALMEIDA;1616;Outros;PSTU;CENTRO-OESTE;Não Eleito;1;DF;4;78764;38;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;BRASÍLIA;CARLOS ABREU DA SILVA;3110;Outros;PHS;CENTRO-OESTE;Não Eleito;1;DF;5;76021;21;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);50 a 54 anos;Masculino;Superior completo;BRASÍLIA;JOSÉ MESSIAS DE SOUZA;6565;Advogado;PC do B;CENTRO-OESTE;Suplente;1;DF;4;78764;720;2022-11-08 17:15:13
2010;Deputado Federal;97012;#NE#;Casado(a);45 a 49 anos;Masculino;Superior incompleto;BRASÍLIA;JOAO MARIA MEDEIROS DE OLIVEIRA;1320;Agente Administrativo;PT;CENTRO-OESTE;Suplente;1;DF;4;78764;160;2022-11-08 17:15:13
